Location,Market Size,Product Type,Sales
East,Small Market,Espresso,130
West,Small Market,Coffee,130
West,Small Market,Espresso,130
South,Small Market,Espresso,130
Central,Major Market,Coffee,130
East,Major Market,Tea,130
Central,Small Market,Coffee,130
Central,Small Market,Herbal Tea,130
Central,Major Market,Espresso,130
East,Major Market,Herbal Tea,130
Central,Major Market,Tea,130
Central,Small Market,Herbal Tea,130
South,Small Market,Coffee,130
East,Major Market,Herbal Tea,130
West,Small Market,Coffee,130
West,Small Market,Coffee,130
West,Small Market,Herbal Tea,130
West,Small Market,Herbal Tea,130
East,Small Market,Espresso,130
West,Small Market,Coffee,130
West,Small Market,Espresso,130
South,Small Market,Coffee,130
South,Small Market,Coffee,130
West,Small Market,Tea,130
East,Small Market,Coffee,130
Central,Major Market,Espresso,130
West,Major Market,Tea,130
South,Major Market,Espresso,130
Central,Small Market,Herbal Tea,130
Central,Major Market,Tea,130
Central,Major Market,Espresso,130
Central,Major Market,Herbal Tea,130
Central,Major Market,Tea,130
South,Major Market,Espresso,130
South,Small Market,Herbal Tea,130
West,Major Market,Coffee,130
West,Major Market,Tea,130
West,Major Market,Coffee,130
South,Major Market,Espresso,131
South,Major Market,Espresso,131
Central,Major Market,Espresso,131
Central,Major Market,Espresso,131
Central,Small Market,Coffee,131
Central,Small Market,Espresso,131
South,Major Market,Herbal Tea,131
West,Small Market,Tea,131
West,Major Market,Tea,131
South,Major Market,Espresso,131
West,Small Market,Espresso,131
West,Small Market,Espresso,131
West,Small Market,Herbal Tea,131
East,Small Market,Espresso,131
East,Small Market,Tea,131
South,Small Market,Coffee,131
West,Small Market,Espresso,131
Central,Small Market,Espresso,131
East,Small Market,Coffee,131
Central,Major Market,Coffee,131
Central,Major Market,Tea,131
Central,Major Market,Tea,131
Central,Major Market,Espresso,131
West,Major Market,Tea,131
West,Small Market,Coffee,131
Central,Major Market,Tea,131
West,Major Market,Tea,131
East,Major Market,Tea,131
Central,Small Market,Tea,131
East,Small Market,Herbal Tea,131
East,Small Market,Tea,131
Central,Major Market,Herbal Tea,131
South,Small Market,Espresso,131
East,Small Market,Espresso,132
East,Small Market,Espresso,132
Central,Small Market,Coffee,132
West,Major Market,Coffee,132
Central,Small Market,Coffee,132
Central,Small Market,Espresso,132
South,Major Market,Coffee,132
East,Major Market,Herbal Tea,132
West,Small Market,Espresso,132
West,Small Market,Espresso,132
West,Small Market,Coffee,132
West,Small Market,Coffee,132
West,Small Market,Espresso,132
West,Small Market,Herbal Tea,132
West,Small Market,Espresso,132
West,Small Market,Espresso,132
South,Small Market,Coffee,132
South,Small Market,Herbal Tea,132
South,Small Market,Herbal Tea,132
East,Small Market,Coffee,132
Central,Major Market,Espresso,132
Central,Major Market,Herbal Tea,132
Central,Small Market,Coffee,132
Central,Major Market,Tea,132
Central,Major Market,Tea,132
East,Major Market,Herbal Tea,132
East,Major Market,Herbal Tea,132
West,Small Market,Coffee,132
East,Major Market,Herbal Tea,132
West,Major Market,Coffee,132
Central,Major Market,Espresso,132
West,Major Market,Herbal Tea,132
East,Small Market,Herbal Tea,132
East,Small Market,Tea,132
Central,Major Market,Coffee,132
West,Small Market,Espresso,133
South,Major Market,Espresso,133
Central,Major Market,Coffee,133
South,Small Market,Espresso,133
West,Small Market,Tea,133
Central,Small Market,Herbal Tea,133
Central,Major Market,Herbal Tea,133
Central,Major Market,Tea,133
South,Small Market,Herbal Tea,133
West,Small Market,Espresso,133
West,Small Market,Herbal Tea,133
West,Small Market,Herbal Tea,133
Central,Major Market,Coffee,133
West,Small Market,Coffee,133
West,Small Market,Espresso,133
South,Small Market,Coffee,133
South,Small Market,Coffee,133
Central,Major Market,Coffee,133
East,Major Market,Tea,133
East,Small Market,Coffee,133
Central,Major Market,Coffee,133
West,Major Market,Tea,133
Central,Small Market,Herbal Tea,133
South,Major Market,Herbal Tea,133
Central,Small Market,Coffee,133
Central,Major Market,Tea,133
Central,Major Market,Herbal Tea,133
Central,Major Market,Herbal Tea,133
East,Major Market,Herbal Tea,133
East,Major Market,Espresso,133
East,Major Market,Herbal Tea,133
West,Major Market,Coffee,133
South,Small Market,Herbal Tea,133
Central,Small Market,Coffee,133
Central,Major Market,Espresso,133
Central,Major Market,Herbal Tea,133
West,Small Market,Coffee,133
West,Small Market,Coffee,133
West,Small Market,Espresso,134
South,Major Market,Herbal Tea,134
Central,Major Market,Tea,134
South,Major Market,Espresso,134
Central,Major Market,Espresso,134
Central,Major Market,Tea,134
East,Major Market,Tea,134
Central,Small Market,Coffee,134
Central,Small Market,Herbal Tea,134
West,Small Market,Espresso,134
West,Small Market,Herbal Tea,134
West,Small Market,Coffee,134
South,Small Market,Coffee,134
South,Small Market,Coffee,134
South,Small Market,Herbal Tea,134
East,Small Market,Coffee,134
Central,Small Market,Coffee,134
Central,Major Market,Coffee,134
West,Major Market,Tea,134
Central,Major Market,Herbal Tea,134
East,Major Market,Tea,134
East,Major Market,Herbal Tea,134
East,Major Market,Herbal Tea,134
South,Small Market,Herbal Tea,134
Central,Major Market,Coffee,134
West,Major Market,Tea,134
South,Major Market,Espresso,134
Central,Major Market,Espresso,134
Central,Major Market,Herbal Tea,134
West,Small Market,Espresso,134
West,Small Market,Espresso,135
Central,Major Market,Coffee,135
Central,Major Market,Espresso,135
Central,Major Market,Tea,135
Central,Major Market,Tea,135
South,Major Market,Herbal Tea,135
West,Major Market,Coffee,135
West,Small Market,Herbal Tea,135
West,Small Market,Espresso,135
South,Small Market,Coffee,135
East,Small Market,Coffee,135
Central,Small Market,Herbal Tea,135
West,Major Market,Tea,135
Central,Small Market,Coffee,135
East,Major Market,Herbal Tea,135
West,Small Market,Herbal Tea,135
South,Small Market,Herbal Tea,135
South,Major Market,Espresso,135
Central,Major Market,Herbal Tea,135
Central,Small Market,Coffee,136
South,Major Market,Herbal Tea,136
Central,Major Market,Coffee,136
West,Small Market,Herbal Tea,136
East,Small Market,Herbal Tea,136
South,Small Market,Coffee,136
West,Small Market,Coffee,136
Central,Small Market,Herbal Tea,136
Central,Major Market,Tea,136
East,Major Market,Espresso,136
West,Small Market,Coffee,136
West,Small Market,Coffee,136
West,Small Market,Tea,137
West,Small Market,Tea,137
Central,Major Market,Espresso,137
West,Small Market,Herbal Tea,137
West,Small Market,Espresso,137
South,Major Market,Herbal Tea,137
Central,Major Market,Coffee,137
West,Small Market,Coffee,137
West,Small Market,Coffee,137
Central,Major Market,Coffee,137
East,Small Market,Coffee,137
Central,Small Market,Tea,137
Central,Major Market,Herbal Tea,137
East,Major Market,Herbal Tea,137
Central,Small Market,Tea,137
Central,Major Market,Herbal Tea,137
Central,Major Market,Tea,137
West,Small Market,Espresso,137
South,Small Market,Espresso,137
South,Small Market,Espresso,137
Central,Major Market,Coffee,138
West,Small Market,Espresso,138
West,Small Market,Herbal Tea,138
West,Small Market,Espresso,138
South,Small Market,Coffee,138
Central,Small Market,Espresso,138
East,Small Market,Coffee,138
South,Major Market,Herbal Tea,138
Central,Major Market,Tea,138
Central,Major Market,Herbal Tea,138
West,Small Market,Herbal Tea,138
Central,Small Market,Herbal Tea,138
West,Major Market,Coffee,138
East,Small Market,Tea,138
West,Small Market,Espresso,139
Central,Small Market,Coffee,139
West,Small Market,Coffee,139
West,Small Market,Coffee,139
West,Small Market,Herbal Tea,139
East,Small Market,Herbal Tea,139
South,Small Market,Coffee,139
South,Small Market,Coffee,139
Central,Small Market,Herbal Tea,139
East,Small Market,Coffee,139
West,Major Market,Coffee,139
East,Major Market,Herbal Tea,139
West,Small Market,Herbal Tea,139
Central,Small Market,Coffee,139
South,Small Market,Herbal Tea,139
East,Small Market,Espresso,139
East,Small Market,Espresso,140
South,Major Market,Herbal Tea,140
South,Small Market,Espresso,140
South,Major Market,Herbal Tea,140
Central,Small Market,Tea,140
South,Major Market,Herbal Tea,140
Central,Major Market,Herbal Tea,140
Central,Major Market,Tea,140
East,Major Market,Herbal Tea,140
Central,Small Market,Herbal Tea,140
West,Small Market,Espresso,140
West,Small Market,Herbal Tea,140
West,Small Market,Espresso,140
South,Small Market,Coffee,140
South,Small Market,Espresso,140
West,Small Market,Tea,140
West,Small Market,Espresso,140
South,Small Market,Coffee,140
South,Small Market,Herbal Tea,140
East,Small Market,Espresso,140
Central,Major Market,Coffee,140
Central,Small Market,Herbal Tea,140
Central,Small Market,Coffee,140
Central,Major Market,Coffee,140
West,Small Market,Tea,140
Central,Major Market,Coffee,140
Central,Major Market,Tea,140
Central,Major Market,Herbal Tea,140
West,Small Market,Coffee,140
West,Small Market,Herbal Tea,140
South,Small Market,Espresso,141
Central,Major Market,Coffee,141
Central,Major Market,Herbal Tea,141
West,Small Market,Tea,141
West,Small Market,Coffee,141
West,Small Market,Espresso,141
West,Small Market,Herbal Tea,141
West,Small Market,Tea,141
South,Small Market,Coffee,141
South,Small Market,Espresso,141
East,Major Market,Herbal Tea,141
Central,Major Market,Espresso,141
West,Small Market,Espresso,141
Central,Small Market,Espresso,141
East,Small Market,Espresso,141
East,Major Market,Espresso,141
West,Major Market,Coffee,141
Central,Small Market,Herbal Tea,141
Central,Small Market,Coffee,141
South,Major Market,Coffee,141
Central,Small Market,Herbal Tea,141
West,Major Market,Herbal Tea,141
East,Small Market,Tea,141
Central,Small Market,Herbal Tea,141
East,Small Market,Herbal Tea,141
Central,Major Market,Tea,141
West,Small Market,Tea,142
Central,Small Market,Coffee,142
South,Small Market,Espresso,142
West,Major Market,Tea,142
Central,Small Market,Herbal Tea,142
South,Major Market,Espresso,142
West,Small Market,Coffee,142
West,Small Market,Coffee,142
West,Small Market,Herbal Tea,142
East,Small Market,Herbal Tea,142
South,Small Market,Coffee,142
West,Small Market,Coffee,142
East,Major Market,Tea,142
Central,Major Market,Tea,142
Central,Small Market,Herbal Tea,142
Central,Small Market,Coffee,142
East,Small Market,Herbal Tea,142
Central,Major Market,Espresso,142
South,Small Market,Coffee,143
East,Major Market,Tea,143
East,Major Market,Tea,143
Central,Small Market,Herbal Tea,143
West,Small Market,Espresso,143
South,Small Market,Coffee,143
Central,Major Market,Coffee,143
Central,Small Market,Herbal Tea,143
South,Major Market,Herbal Tea,143
Central,Major Market,Herbal Tea,143
East,Small Market,Espresso,144
West,Small Market,Tea,144
Central,Small Market,Herbal Tea,144
South,Small Market,Coffee,144
South,Small Market,Coffee,144
South,Small Market,Espresso,144
East,Major Market,Tea,144
Central,Small Market,Tea,144
Central,Small Market,Herbal Tea,144
East,Major Market,Tea,144
Central,Major Market,Tea,144
West,Small Market,Coffee,144
East,Small Market,Espresso,145
East,Small Market,Herbal Tea,145
West,Small Market,Coffee,145
South,Small Market,Herbal Tea,145
West,Small Market,Coffee,145
West,Small Market,Coffee,145
West,Small Market,Espresso,145
West,Small Market,Espresso,145
Central,Small Market,Coffee,145
Central,Major Market,Tea,145
East,Major Market,Herbal Tea,145
Central,Small Market,Coffee,145
West,Major Market,Coffee,145
Central,Major Market,Espresso,145
East,Major Market,Herbal Tea,145
Central,Major Market,Tea,145
West,Small Market,Tea,146
West,Small Market,Coffee,146
Central,Small Market,Tea,146
West,Major Market,Coffee,146
South,Small Market,Espresso,146
East,Small Market,Espresso,147
East,Small Market,Herbal Tea,147
West,Small Market,Tea,147
Central,Major Market,Coffee,147
Central,Major Market,Tea,147
West,Small Market,Coffee,147
South,Small Market,Espresso,147
West,Small Market,Espresso,147
Central,Small Market,Coffee,147
Central,Small Market,Tea,147
West,Major Market,Coffee,147
South,Major Market,Herbal Tea,147
Central,Major Market,Herbal Tea,147
East,Small Market,Herbal Tea,148
West,Small Market,Coffee,148
West,Small Market,Coffee,148
West,Small Market,Herbal Tea,148
East,Small Market,Herbal Tea,148
South,Small Market,Coffee,148
East,Small Market,Coffee,148
Central,Small Market,Coffee,148
Central,Small Market,Coffee,148
East,Major Market,Herbal Tea,148
West,Small Market,Espresso,149
East,Major Market,Herbal Tea,149
South,Small Market,Espresso,149
Central,Major Market,Coffee,149
Central,Small Market,Coffee,149
West,Small Market,Tea,149
West,Small Market,Coffee,149
West,Small Market,Espresso,149
West,Small Market,Herbal Tea,149
South,Small Market,Coffee,149
South,Small Market,Herbal Tea,149
Central,Small Market,Tea,149
Central,Major Market,Tea,149
Central,Major Market,Herbal Tea,149
South,Major Market,Herbal Tea,149
East,Small Market,Espresso,149
West,Small Market,Coffee,150
West,Small Market,Tea,150
West,Small Market,Espresso,150
East,Major Market,Tea,150
Central,Major Market,Tea,150
South,Small Market,Herbal Tea,150
West,Small Market,Tea,150
West,Small Market,Tea,150
Central,Small Market,Herbal Tea,150
Central,Major Market,Espresso,150
Central,Small Market,Coffee,150
Central,Small Market,Coffee,150
South,Small Market,Espresso,150
South,Small Market,Espresso,150
South,Small Market,Espresso,150
South,Major Market,Espresso,150
Central,Small Market,Espresso,150
Central,Small Market,Tea,150
West,Small Market,Herbal Tea,150
West,Small Market,Herbal Tea,150
West,Small Market,Tea,150
East,Small Market,Herbal Tea,150
South,Small Market,Espresso,150
West,Small Market,Tea,150
West,Small Market,Coffee,150
East,Small Market,Coffee,150
East,Small Market,Coffee,150
East,Small Market,Espresso,150
Central,Small Market,Tea,150
Central,Major Market,Coffee,150
Central,Small Market,Herbal Tea,150
West,Major Market,Tea,150
Central,Major Market,Herbal Tea,150
Central,Major Market,Espresso,150
West,Major Market,Tea,150
East,Major Market,Herbal Tea,150
Central,Major Market,Tea,150
West,Small Market,Coffee,150
West,Small Market,Coffee,150
South,Major Market,Espresso,150
East,Small Market,Espresso,150
East,Small Market,Espresso,150
Central,Small Market,Tea,150
East,Small Market,Herbal Tea,150
South,Small Market,Espresso,150
East,Small Market,Herbal Tea,151
West,Small Market,Espresso,151
Central,Small Market,Herbal Tea,151
West,Small Market,Coffee,151
West,Small Market,Tea,151
West,Small Market,Coffee,151
West,Small Market,Herbal Tea,151
South,Small Market,Espresso,151
East,Small Market,Coffee,151
East,Small Market,Coffee,151
East,Small Market,Espresso,151
Central,Small Market,Coffee,151
Central,Small Market,Espresso,151
East,Major Market,Herbal Tea,151
West,Small Market,Herbal Tea,151
West,Small Market,Tea,151
Central,Small Market,Herbal Tea,151
South,Small Market,Espresso,151
East,Small Market,Espresso,153
West,Small Market,Tea,153
West,Small Market,Tea,153
Central,Small Market,Herbal Tea,153
Central,Small Market,Tea,153
West,Small Market,Coffee,153
East,Small Market,Herbal Tea,153
West,Small Market,Coffee,153
South,Small Market,Espresso,153
Central,Small Market,Coffee,153
Central,Small Market,Tea,153
East,Major Market,Tea,153
East,Small Market,Espresso,153
South,Small Market,Coffee,153
South,Small Market,Herbal Tea,153
South,Small Market,Espresso,153
Central,Small Market,Herbal Tea,154
Central,Small Market,Tea,154
Central,Small Market,Espresso,154
West,Small Market,Tea,154
East,Small Market,Espresso,154
South,Small Market,Coffee,154
West,Small Market,Espresso,154
West,Small Market,Herbal Tea,154
South,Small Market,Coffee,154
Central,Major Market,Tea,154
East,Major Market,Herbal Tea,154
East,Major Market,Tea,154
South,Small Market,Espresso,154
West,Small Market,Tea,155
East,Major Market,Herbal Tea,155
South,Small Market,Espresso,155
South,Small Market,Coffee,155
South,Small Market,Herbal Tea,155
Central,Small Market,Tea,155
West,Small Market,Espresso,155
West,Small Market,Coffee,155
South,Small Market,Coffee,155
West,Small Market,Espresso,155
West,Small Market,Herbal Tea,155
East,Small Market,Coffee,155
Central,Small Market,Espresso,155
Central,Major Market,Tea,155
West,Small Market,Herbal Tea,155
East,Major Market,Herbal Tea,155
East,Small Market,Espresso,155
Central,Small Market,Coffee,155
West,Small Market,Coffee,156
West,Small Market,Herbal Tea,156
South,Small Market,Coffee,156
East,Small Market,Coffee,156
West,Major Market,Coffee,156
South,Major Market,Herbal Tea,157
South,Major Market,Herbal Tea,157
South,Small Market,Espresso,157
Central,Major Market,Coffee,157
East,Small Market,Espresso,157
West,Small Market,Espresso,157
West,Small Market,Tea,157
Central,Major Market,Coffee,157
Central,Small Market,Tea,157
Central,Major Market,Tea,157
Central,Major Market,Herbal Tea,157
West,Small Market,Coffee,157
East,Major Market,Herbal Tea,158
East,Small Market,Espresso,159
West,Small Market,Tea,159
West,Small Market,Tea,159
South,Small Market,Herbal Tea,159
East,Major Market,Herbal Tea,159
West,Major Market,Tea,159
South,Small Market,Herbal Tea,159
South,Small Market,Espresso,159
West,Small Market,Espresso,159
South,Major Market,Espresso,159
Central,Small Market,Herbal Tea,159
West,Small Market,Espresso,159
West,Small Market,Herbal Tea,159
West,Small Market,Herbal Tea,159
South,Small Market,Coffee,159
South,Small Market,Coffee,159
South,Small Market,Herbal Tea,159
East,Small Market,Coffee,159
East,Small Market,Coffee,159
Central,Small Market,Coffee,159
Central,Major Market,Tea,159
Central,Small Market,Coffee,159
Central,Small Market,Tea,159
Central,Major Market,Espresso,159
West,Small Market,Coffee,159
West,Major Market,Coffee,159
East,Small Market,Herbal Tea,159
West,Small Market,Coffee,159
South,Small Market,Espresso,159
East,Small Market,Espresso,160
East,Small Market,Espresso,160
East,Small Market,Herbal Tea,160
West,Small Market,Tea,160
South,Small Market,Espresso,160
South,Major Market,Espresso,160
Central,Small Market,Tea,160
Central,Major Market,Espresso,160
West,Small Market,Tea,160
Central,Small Market,Coffee,160
Central,Small Market,Coffee,160
West,Small Market,Coffee,160
West,Small Market,Coffee,160
West,Small Market,Coffee,160
West,Small Market,Herbal Tea,160
West,Small Market,Herbal Tea,160
West,Small Market,Herbal Tea,160
West,Small Market,Coffee,160
South,Small Market,Coffee,160
South,Small Market,Coffee,160
South,Small Market,Coffee,160
West,Small Market,Coffee,160
West,Major Market,Tea,160
Central,Small Market,Coffee,160
Central,Small Market,Herbal Tea,160
East,Small Market,Coffee,160
East,Small Market,Coffee,160
Central,Small Market,Tea,160
Central,Major Market,Tea,160
West,Major Market,Tea,160
Central,Major Market,Tea,160
East,Small Market,Herbal Tea,160
South,Major Market,Espresso,160
East,Major Market,Herbal Tea,160
East,Small Market,Herbal Tea,160
Central,Major Market,Espresso,160
South,Small Market,Herbal Tea,160
South,Small Market,Herbal Tea,160
South,Small Market,Espresso,160
West,Small Market,Espresso,161
West,Small Market,Tea,161
Central,Small Market,Herbal Tea,161
South,Small Market,Espresso,161
Central,Small Market,Espresso,161
East,Major Market,Herbal Tea,161
West,Major Market,Coffee,162
West,Major Market,Coffee,162
East,Small Market,Herbal Tea,163
South,Small Market,Herbal Tea,163
West,Small Market,Coffee,163
Central,Small Market,Coffee,163
Central,Small Market,Coffee,163
West,Major Market,Coffee,163
West,Small Market,Coffee,163
East,Small Market,Herbal Tea,163
West,Small Market,Espresso,164
Central,Small Market,Espresso,164
East,Major Market,Herbal Tea,164
East,Major Market,Herbal Tea,164
West,Small Market,Espresso,164
Central,Small Market,Espresso,164
East,Major Market,Herbal Tea,164
East,Small Market,Espresso,165
West,Small Market,Espresso,165
South,Small Market,Espresso,165
Central,Small Market,Espresso,165
West,Small Market,Tea,165
West,Small Market,Coffee,165
West,Small Market,Coffee,165
West,Major Market,Coffee,165
East,Major Market,Herbal Tea,165
Central,Small Market,Coffee,165
East,Small Market,Herbal Tea,165
Central,Small Market,Tea,165
West,Small Market,Coffee,166
West,Major Market,Coffee,166
West,Small Market,Coffee,167
West,Small Market,Tea,167
Central,Small Market,Herbal Tea,167
Central,Small Market,Coffee,167
South,Small Market,Espresso,167
South,Small Market,Herbal Tea,167
West,Small Market,Coffee,167
West,Small Market,Coffee,167
West,Small Market,Coffee,167
West,Small Market,Coffee,167
South,Small Market,Coffee,167
Central,Small Market,Coffee,167
Central,Small Market,Coffee,167
Central,Small Market,Herbal Tea,167
West,Small Market,Herbal Tea,167
East,Small Market,Herbal Tea,167
East,Small Market,Herbal Tea,167
East,Small Market,Herbal Tea,167
West,Major Market,Coffee,167
South,Small Market,Herbal Tea,167
West,Small Market,Espresso,168
West,Small Market,Tea,168
West,Major Market,Tea,168
Central,Small Market,Espresso,168
East,Major Market,Herbal Tea,168
South,Small Market,Espresso,168
West,Small Market,Espresso,168
West,Small Market,Coffee,168
South,Major Market,Espresso,168
Central,Major Market,Coffee,168
Central,Small Market,Espresso,168
Central,Small Market,Tea,168
Central,Major Market,Tea,168
Central,Major Market,Herbal Tea,168
East,Major Market,Herbal Tea,168
Central,Major Market,Espresso,168
East,Small Market,Herbal Tea,169
South,Small Market,Espresso,169
South,Small Market,Herbal Tea,169
South,Small Market,Herbal Tea,169
South,Small Market,Herbal Tea,169
West,Major Market,Coffee,169
Central,Small Market,Herbal Tea,169
West,Small Market,Tea,169
West,Small Market,Coffee,169
West,Small Market,Coffee,169
South,Small Market,Coffee,169
West,Small Market,Coffee,169
Central,Small Market,Coffee,169
Central,Small Market,Coffee,169
Central,Small Market,Herbal Tea,169
West,Small Market,Espresso,169
West,Small Market,Herbal Tea,169
West,Major Market,Coffee,169
East,Small Market,Herbal Tea,169
West,Small Market,Espresso,170
East,Major Market,Herbal Tea,170
West,Major Market,Tea,170
East,Small Market,Herbal Tea,170
Central,Small Market,Coffee,170
Central,Small Market,Espresso,170
Central,Major Market,Tea,170
Central,Major Market,Espresso,170
West,Small Market,Coffee,170
South,Major Market,Espresso,170
South,Small Market,Herbal Tea,171
Central,Small Market,Herbal Tea,171
West,Small Market,Coffee,171
West,Small Market,Herbal Tea,171
East,Small Market,Herbal Tea,171
South,Small Market,Coffee,171
East,Major Market,Herbal Tea,171
Central,Small Market,Coffee,171
West,Small Market,Coffee,173
South,Small Market,Herbal Tea,173
West,Small Market,Coffee,173
Central,Small Market,Coffee,173
East,Small Market,Herbal Tea,173
West,Small Market,Espresso,174
East,Major Market,Herbal Tea,174
Central,Small Market,Coffee,174
West,Small Market,Tea,174
West,Small Market,Coffee,174
West,Small Market,Espresso,174
East,Small Market,Herbal Tea,174
South,Small Market,Espresso,174
South,Small Market,Herbal Tea,174
Central,Small Market,Espresso,174
Central,Small Market,Herbal Tea,174
West,Small Market,Coffee,175
West,Small Market,Espresso,175
West,Small Market,Espresso,175
East,Major Market,Herbal Tea,175
East,Major Market,Herbal Tea,175
Central,Small Market,Espresso,175
Central,Small Market,Espresso,175
East,Major Market,Herbal Tea,175
East,Small Market,Herbal Tea,176
West,Small Market,Coffee,176
West,Small Market,Espresso,176
South,Small Market,Herbal Tea,176
East,Major Market,Herbal Tea,176
Central,Small Market,Coffee,176
Central,Small Market,Espresso,176
West,Small Market,Coffee,176
West,Small Market,Espresso,176
West,Small Market,Espresso,177
Central,Small Market,Espresso,177
East,Major Market,Herbal Tea,177
West,Small Market,Coffee,177
South,Small Market,Herbal Tea,177
Central,Small Market,Coffee,177
East,Small Market,Herbal Tea,177
Central,Major Market,Herbal Tea,178
South,Small Market,Herbal Tea,178
West,Small Market,Coffee,178
West,Small Market,Coffee,178
West,Small Market,Tea,178
West,Small Market,Coffee,178
East,Small Market,Herbal Tea,178
South,Small Market,Espresso,178
Central,Small Market,Coffee,178
Central,Small Market,Coffee,178
West,Small Market,Coffee,178
West,Major Market,Herbal Tea,178
South,Major Market,Coffee,178
Central,Small Market,Herbal Tea,178
East,Small Market,Herbal Tea,178
Central,Major Market,Coffee,178
South,Major Market,Espresso,179
West,Small Market,Coffee,179
West,Major Market,Tea,179
Central,Major Market,Tea,179
Central,Major Market,Espresso,179
West,Small Market,Coffee,180
Central,Small Market,Coffee,180
Central,Small Market,Tea,180
South,Major Market,Espresso,180
South,Small Market,Espresso,180
West,Small Market,Tea,180
West,Small Market,Tea,180
East,Major Market,Espresso,180
Central,Small Market,Coffee,180
Central,Small Market,Coffee,180
West,Major Market,Tea,180
South,Small Market,Espresso,180
East,Major Market,Espresso,180
East,Major Market,Herbal Tea,180
Central,Major Market,Tea,180
Central,Small Market,Herbal Tea,180
Central,Major Market,Espresso,180
East,Major Market,Espresso,180
West,Major Market,Tea,180
Central,Major Market,Tea,180
South,Major Market,Espresso,180
East,Major Market,Herbal Tea,180
East,Small Market,Espresso,180
Central,Major Market,Espresso,180
Central,Major Market,Espresso,181
West,Major Market,Tea,181
Central,Major Market,Tea,181
South,Major Market,Espresso,181
West,Small Market,Espresso,182
Central,Major Market,Espresso,182
East,Major Market,Herbal Tea,182
Central,Small Market,Espresso,182
West,Major Market,Tea,182
South,Major Market,Espresso,182
Central,Major Market,Tea,182
East,Major Market,Herbal Tea,182
South,Small Market,Herbal Tea,184
Central,Small Market,Coffee,184
West,Small Market,Coffee,184
East,Small Market,Herbal Tea,184
West,Small Market,Tea,185
South,Small Market,Espresso,185
Central,Small Market,Espresso,185
West,Small Market,Espresso,185
South,Small Market,Coffee,185
West,Small Market,Herbal Tea,185
Central,Small Market,Herbal Tea,185
Central,Major Market,Tea,185
East,Major Market,Herbal Tea,185
West,Major Market,Tea,187
Central,Major Market,Tea,187
East,Major Market,Herbal Tea,187
Central,Major Market,Espresso,187
West,Small Market,Espresso,187
East,Major Market,Tea,187
Central,Small Market,Espresso,187
South,Major Market,Espresso,187
Central,Small Market,Espresso,188
South,Major Market,Coffee,188
West,Major Market,Herbal Tea,188
West,Small Market,Coffee,188
West,Small Market,Espresso,188
East,Major Market,Herbal Tea,188
Central,Small Market,Coffee,188
South,Major Market,Coffee,188
West,Major Market,Herbal Tea,188
Central,Major Market,Coffee,188
Central,Major Market,Herbal Tea,188
Central,Major Market,Herbal Tea,188
East,Major Market,Espresso,188
Central,Major Market,Coffee,188
East,Small Market,Herbal Tea,189
East,Small Market,Herbal Tea,189
South,Small Market,Herbal Tea,189
West,Small Market,Espresso,189
Central,Major Market,Espresso,189
Central,Major Market,Espresso,189
Central,Major Market,Tea,189
South,Small Market,Herbal Tea,189
West,Small Market,Coffee,189
West,Small Market,Coffee,189
South,Major Market,Espresso,189
Central,Small Market,Coffee,189
Central,Small Market,Coffee,189
Central,Small Market,Espresso,189
Central,Major Market,Tea,189
Central,Major Market,Tea,189
West,Major Market,Tea,189
East,Major Market,Herbal Tea,189
South,Major Market,Espresso,189
East,Major Market,Tea,189
West,Major Market,Tea,189
West,Major Market,Tea,189
East,Major Market,Herbal Tea,189
South,Major Market,Espresso,189
Central,Major Market,Espresso,189
East,Small Market,Herbal Tea,190
Central,Major Market,Herbal Tea,190
East,Major Market,Espresso,190
Central,Small Market,Coffee,190
Central,Major Market,Coffee,190
Central,Small Market,Coffee,190
South,Major Market,Coffee,190
South,Small Market,Herbal Tea,190
West,Major Market,Herbal Tea,190
South,Major Market,Coffee,190
South,Small Market,Herbal Tea,190
West,Small Market,Coffee,190
West,Major Market,Herbal Tea,190
West,Major Market,Herbal Tea,190
Central,Small Market,Coffee,190
South,Small Market,Herbal Tea,190
Central,Major Market,Herbal Tea,190
Central,Major Market,Herbal Tea,190
Central,Small Market,Coffee,190
West,Major Market,Herbal Tea,190
Central,Major Market,Herbal Tea,190
Central,Major Market,Coffee,190
Central,Major Market,Herbal Tea,190
West,Small Market,Coffee,190
West,Small Market,Coffee,190
West,Small Market,Coffee,190
West,Major Market,Herbal Tea,190
South,Major Market,Coffee,190
East,Small Market,Herbal Tea,190
East,Small Market,Herbal Tea,190
South,Major Market,Coffee,190
South,Major Market,Coffee,190
Central,Major Market,Coffee,190
Central,Major Market,Coffee,190
Central,Major Market,Coffee,190
West,Small Market,Coffee,191
Central,Small Market,Coffee,192
East,Major Market,Espresso,192
West,Major Market,Coffee,192
East,Major Market,Espresso,192
Central,Major Market,Tea,192
West,Major Market,Tea,192
East,Major Market,Herbal Tea,192
Central,Small Market,Coffee,192
Central,Major Market,Espresso,192
South,Major Market,Espresso,192
South,Major Market,Coffee,193
South,Small Market,Herbal Tea,193
Central,Small Market,Coffee,193
West,Small Market,Coffee,193
West,Small Market,Coffee,193
East,Small Market,Herbal Tea,193
West,Major Market,Herbal Tea,193
Central,Major Market,Herbal Tea,193
Central,Major Market,Coffee,193
West,Small Market,Espresso,194
East,Major Market,Herbal Tea,194
